iter	MAE
0	0.6919698088
1	0.6580353785
2	0.625601815
3	0.5947899294
4	0.5655186389
5	0.5383154299
6	0.5121516373
7	0.4867823429
8	0.4634589927
9	0.4405632343
10	0.4188122616
11	0.3984944668
12	0.378815038
13	0.3605673422
14	0.3427378601
15	0.326088346
16	0.3105387261
17	0.2953492158
18	0.2810743158
19	0.2673534944
20	0.255191951
21	0.2429386604
22	0.2318172115
23	0.2205487095
24	0.2097298518
25	0.1996905567
26	0.1903225023
27	0.1813257679
28	0.172749151
29	0.1648061161
30	0.157260222
31	0.1498465166
32	0.1428424302
33	0.1361970668
34	0.1301874537
35	0.1241029329
36	0.1183711278
37	0.1128512217
38	0.1075791905
39	0.1026606449
40	0.09795215034
41	0.09360930814
42	0.08940429285
43	0.08535486884
44	0.0815847057
45	0.07797203911
46	0.07448711685
47	0.07129700107
48	0.06818760347
49	0.06534013754
50	0.06257491305
51	0.05994638534
52	0.05747762218
53	0.05510678427
54	0.05279071147
55	0.05069756934
56	0.04861443226
57	0.04666241192
58	0.04492713207
59	0.04315193231
60	0.04155071204
61	0.03997787766
62	0.03842699077
63	0.03691893234
64	0.03557042609
65	0.03428932747
66	0.0331119467
67	0.03196789192
68	0.03088143681
69	0.02982861381
70	0.02883760657
71	0.02788475534
72	0.02696916495
73	0.02611515953
74	0.02529371952
75	0.02450808162
76	0.02379556695
77	0.02307913802
78	0.02241829772
79	0.02176340684
80	0.02119571055
81	0.02062175393
82	0.02008610503
83	0.0195630112
84	0.01908667861
85	0.01852246927
86	0.01788199131
87	0.01745696357
88	0.01705894133
89	0.01667667879
90	0.01632516557
91	0.01598690288
92	0.0156626601
93	0.01533220528
94	0.01501201848
95	0.01474134789
96	0.01448056811
97	0.01423193249
98	0.01399380303
99	0.01376622293
100	0.013554585
101	0.01335171048
102	0.0131593986
103	0.0129638985
104	0.0127826644
105	0.01261707373
106	0.01243203245
107	0.01228759172
108	0.01215252914
109	0.01202166592
110	0.01187487639
111	0.01174026995
112	0.01162867418
113	0.01152764977
114	0.01142714647
115	0.01130428304
116	0.01115462489
117	0.01105435192
118	0.01098013805
119	0.01090326229
120	0.01081601407
121	0.01074877087
122	0.01068447944
123	0.01062656828
124	0.01057127351
125	0.01050418061
126	0.01045432927
127	0.01040328791
128	0.01035972065
129	0.01031530771
130	0.01026549941
131	0.01022248123
132	0.01018638601
133	0.01012073479
134	0.01008180239
135	0.00988942726
136	0.009859824883
137	0.009825425983
138	0.009797378469
139	0.009766722549
140	0.009743838763
141	0.009722212718
142	0.009701413841
143	0.009677651398
144	0.009658316398
145	0.009640073228
146	0.009623442066
147	0.009607245881
148	0.009577216739
149	0.009563459811
150	0.009549561761
151	0.00953652359
152	0.009523536411
153	0.009511868642
154	0.009500065249
155	0.009489032745
156	0.009474724178
157	0.009464344947
158	0.009455000825
159	0.0094460068
160	0.009437616987
161	0.009429396829
162	0.009419728297
163	0.009412118157
164	0.009403155665
165	0.009395304105
166	0.009385032375
167	0.009374131514
168	0.009367592771
169	0.009336475608
170	0.009331563169
171	0.009326888615
172	0.009322160938
173	0.009312984899
174	0.009296135924
175	0.009200384961
176	0.00918674824
177	0.009179408696
178	0.00917353659
179	0.009169665945
180	0.009004018665
181	0.009000248592
182	0.008995211344
183	0.00899210441
184	0.008806822815
185	0.008801338417
186	0.008781703446
187	0.008777048098
188	0.008771188191
189	0.008768562284
190	0.008742715418
191	0.008739577872
192	0.008634596901
193	0.008432123155
194	0.008428649718
195	0.008355197431
196	0.008315323543
197	0.008102749556
198	0.007889692801
199	0.007859144626
200	0.007619675776
201	0.007470958247
202	0.007461787747
203	0.00744231996
204	0.007245746463
205	0.007095140987
206	0.00689468199
207	0.00689102087
208	0.006761449204
209	0.006638844348
210	0.006631269692
211	0.006630437226
212	0.006514396977
213	0.006502570617
214	0.006380798302
215	0.006279920272
216	0.006184052252
217	0.006180536309
218	0.006164890579
219	0.006158348956
220	0.006136679992
221	0.006119250349
222	0.006118488665
223	0.006116263728
224	0.006115712488
225	0.006114281774
226	0.006100810377
227	0.006087792367
228	0.006074922333
229	0.006054067748
230	0.006052118963
231	0.006051573955
232	0.006050611905
233	0.006039396688
234	0.006036469953
235	0.006035580972
236	0.00603219897
237	0.005936393865
238	0.005935096437
239	0.005934497037
240	0.005933927634
241	0.005924125121
242	0.005919653417
243	0.005915674229
244	0.005903424783
245	0.00590091324
246	0.005899946884
247	0.005851137706
248	0.005849941859
249	0.005849783771
250	0.00580371106
251	0.005801006951
252	0.005790673917
253	0.005790478122
254	0.005754842788
255	0.005754713055
256	0.005754591629
257	0.00575440558
258	0.005753818595
259	0.005753563815
260	0.005752046081
261	0.005751959422
262	0.005739981044
263	0.005739696924
264	0.005730120192
265	0.005728527097
266	0.005719589074
267	0.005718341714
268	0.005718274526
269	0.005714500585
270	0.005711997872
271	0.005711982102
272	0.005602100108
273	0.005597982691
274	0.005597936177
275	0.005597908189
276	0.005597880408
277	0.005597746964
278	0.005597668266
279	0.005580670624
280	0.005580507615
281	0.005580502051
282	0.005580440587
283	0.005580379048
284	0.005580287965
285	0.00543130568
286	0.005263691141
287	0.005262749523
288	0.005262691155
289	0.005257697525
290	0.005255476556
291	0.005252243311
292	0.005089230302
293	0.004926360362
294	0.004771635134
295	0.004625794288
296	0.004623615211
297	0.004619589441
298	0.004603798079
299	0.004603429901
300	0.004503807198
301	0.004421159772
302	0.004342644828
303	0.004329568168
304	0.004255082355
305	0.004184351224
306	0.004182705807
307	0.00416840234
308	0.004154734263
309	0.004153630814
310	0.004152664665
311	0.004150964015
312	0.004150893302
313	0.004150758934
314	0.004149638591
315	0.004146249234
316	0.004146204498
317	0.004146151093
318	0.004145882007
319	0.004145827716
320	0.004145650472
321	0.004145508926
322	0.004145410684
323	0.004144068907
324	0.004144032053
325	0.004144003482
326	0.004143976541
327	0.004143942001
328	0.004143901185
329	0.004143862926
330	0.004143837383
331	0.004141105211
332	0.004141096035
333	0.004141068932
334	0.004141030351
335	0.004140994124
336	0.004140924798
337	0.004140891095
338	0.004140355318
339	0.004138967722
340	0.004138025534
341	0.004137821983
342	0.004137808797
343	0.004137795913
344	0.004137784403
345	0.004123654966
346	0.004123642879
347	0.004065706294
348	0.004065688661
349	0.004065672187
350	0.004065657197
351	0.004065647848
352	0.004065561966
353	0.004065530266
354	0.00406258558
355	0.004060452143
356	0.0040587782
357	0.004058772175
358	0.004058770491
359	0.004058755964
360	0.004058572969
361	0.004057052161
362	0.004055609445
363	0.004055100169
364	0.004055096019
365	0.004055088588
366	0.004055041407
367	0.004054896793
368	0.004054626554
369	0.004054320318
370	0.004050830025
371	0.004050744777
372	0.004050710107
373	0.00405070931
374	0.004050708185
375	0.004050543664
376	0.004050471619
377	0.004050459588
378	0.004049977035
379	0.004043628542
380	0.003936973829
381	0.003928111676
382	0.003926299206
383	0.003922409543
384	0.003921878571
385	0.00392164944
386	0.003921547497
387	0.003920490832
388	0.003916032212
389	0.003915177389
390	0.003913971537
391	0.003913289865
392	0.003913000489
393	0.003912891153
394	0.003912762445
395	0.003912511138
396	0.003912091205
397	0.003912067436
398	0.003911703207
399	0.003909200384
400	0.003909100329
401	0.003909007258
402	0.003821082042
403	0.003727480544
404	0.003638559228
405	0.003554084126
406	0.003554067966
407	0.003473817381
408	0.003460791503
409	0.003383282658
410	0.003319380766
411	0.003319038353
412	0.003181345865
413	0.003130100286
414	0.003128921312
415	0.003108693447
416	0.003089513266
417	0.003074828578
418	0.003067939358
419	0.00299859609
420	0.002868863173
421	0.002776971153
422	0.002689674651
423	0.002609276817
424	0.002609152485
425	0.002608698355
426	0.00260864385
427	0.002556897303
428	0.00250773912
429	0.002507500498
430	0.002460822951
431	0.002416621219
432	0.002415234778
433	0.002414890047
434	0.00241343887
435	0.002411940619
436	0.002411665366
437	0.002408816482
438	0.00240747194
439	0.002407199398
440	0.002407097013
441	0.002406273401
442	0.002405680687
443	0.002367123762
444	0.002367029748
445	0.002365688762
446	0.002365474766
447	0.002365449349
448	0.002354824074
449	0.002354756408
450	0.002354414041
451	0.002354116195
452	0.0023540588
453	0.002353936336
454	0.0023538206
455	0.002353708524
456	0.002353610596
457	0.002353190326
458	0.002353189444
459	0.002332876185
